Biceps_X,Biceps_Y,Biceps_Z
80.94,-13.56,155.56
-46.81,-1.37,111.5
-4.88,-31.12,157.0
-24.56,-20.31,166.31
6.0,-27.87,172.25
-12.25,-17.75,173.31
10.25,-28.44,195.0
-20.87,-26.56,152.75
26.19,-25.94,155.88
4.81,-14.88,92.81
10.88,-28.0,178.5
0.63,-18.37,144.0
2.88,-18.31,133.19
71.0,14.38,175.88
1.25,-15.44,99.31
-44.0,-6.5,125.31
-6.81,-28.37,156.13
-1.37,-29.94,158.06
35.88,-4.13,183.69
-55.0,-2.88,130.06
3.94,-13.75,87.69
3.81,-21.31,176.94
41.0,0.69,189.63
77.69,11.0,131.75
3.25,-20.06,129.13
3.5,-28.69,192.75
-47.31,6.06,103.62
-39.69,-17.44,152.0
5.13,-27.62,152.69
-58.0,-8.25,131.63
-37.31,-24.31,142.25
7.31,-33.38,183.25
-66.12,-1.25,121.37
14.81,-28.75,160.19
78.69,4.25,131.06
2.44,-25.25,131.38
6.56,-29.81,178.69
45.69,-26.0,162.25
-50.19,-5.63,117.12
69.25,17.81,171.5
11.5,-28.25,185.56
4.38,-20.19,112.69
-36.5,-22.87,145.5
14.19,-21.69,186.0
8.5,-30.37,194.19
61.06,-17.5,155.13
87.75,-9.38,151.75
72.87,1.31,124.31
20.87,-28.19,160.69
-38.25,-23.87,141.75
8.63,-27.31,177.38
34.19,-4.44,93.12
51.63,-22.56,159.81
84.37,-12.75,180.88
5.0,-13.13,89.31
57.56,-23.06,164.0
-17.69,-29.0,154.81
2.94,-30.81,162.19
-30.5,-25.81,147.81
16.75,-23.06,164.44
-24.0,-18.19,146.69
-37.0,-24.06,146.5
34.94,-20.0,161.06
64.0,1.31,112.0
3.81,-21.25,117.06
15.94,-31.75,161.69
-8.56,-29.94,156.88
-14.69,-26.5,155.81
38.94,-22.62,160.19
-8.5,-30.44,155.94
40.63,-5.13,93.31
1.12,-17.5,97.5
-43.56,-9.75,137.06
78.56,-13.56,183.69
9.63,-28.56,194.31
7.94,-19.25,157.38
10.38,-27.19,193.63
6.38,-28.44,188.13
-63.38,-2.88,119.5
2.88,-15.06,112.31
-55.06,-7.56,135.38
18.56,-5.63,90.5
-46.06,-10.25,127.0
-66.12,-0.5,119.37
28.94,-33.44,166.69
70.19,-18.0,156.75
3.88,-30.06,154.75
28.37,-1.12,88.69
4.69,-22.75,157.06
6.5,-30.37,179.31
-23.44,7.38,95.25
-20.25,-31.37,150.44
-1.69,-19.69,109.0
57.19,-14.13,165.06
64.25,-2.94,107.81
-8.31,4.0,82.69
72.31,9.19,168.94
-63.75,-3.81,123.69
59.44,-20.75,158.31
49.06,-24.12,160.06
-65.62,-1.94,121.0
86.69,-13.25,178.56
-46.25,-16.37,136.13
-44.06,-13.19,124.5
10.38,-31.56,198.44
-48.06,-12.19,142.63
75.62,4.5,118.69
-7.0,-30.62,156.44
56.25,-18.62,163.0
-24.37,13.94,96.06
12.19,-26.87,197.06
-21.56,9.81,88.0
5.81,-27.5,185.63
-27.25,-31.06,147.5
71.19,-14.56,154.13
86.31,-17.31,148.0
-54.13,-13.25,130.31
9.69,-15.0,182.88
-27.44,-17.0,146.06
-1.69,-16.19,99.81
3.0,-24.25,178.81
-6.06,-19.87,166.13
1.94,-17.5,100.44
81.94,-13.94,148.63
-36.0,6.56,93.12
2.38,-24.69,126.44
36.06,-0.75,179.81
-29.25,-27.44,146.63
10.06,-9.5,180.06
73.62,14.19,170.56
13.94,-32.81,198.31
57.69,-3.25,98.56
10.94,-4.19,89.31
5.44,-27.75,167.75
1.06,-24.56,130.63
-17.87,-33.56,150.0
-10.69,-27.5,156.5
59.94,9.88,166.88
18.62,-1.88,88.06
46.81,11.19,175.44
29.44,-27.87,161.19
-21.69,-20.69,147.63
-39.06,8.5,101.19
62.81,22.56,164.88
11.44,-32.88,192.0
6.94,-29.87,182.13
-1.5,-23.37,180.69
0.81,-15.0,92.31
9.69,-30.06,191.88
2.81,-28.81,194.75
75.75,-14.88,153.0
3.13,-11.38,89.75
2.81,-10.88,95.06
-1.19,-14.38,86.87
76.75,14.44,157.75
21.44,-4.06,85.56
7.0,-30.44,157.38
-0.81,11.5,86.0
78.44,12.31,164.38
3.06,-27.62,150.5
2.0,-25.31,159.19
11.0,-32.81,189.69
-1.69,-19.62,140.69
-36.94,1.63,100.81
-10.5,9.13,84.62
6.69,-31.37,179.25
4.31,-18.69,118.25
-0.69,-24.75,171.06
-39.06,6.13,105.25
-30.62,-30.37,143.69
6.38,-25.31,184.5
9.06,-31.5,195.75
-12.13,-28.94,151.06
55.19,-2.13,100.37
2.5,-11.56,86.25
54.94,0.75,97.69
-15.69,8.19,87.5
47.75,-26.62,162.56
71.19,-12.94,160.38
-57.44,-10.38,133.0
5.38,-29.81,156.38
-48.88,0.25,123.12
61.81,-19.94,159.5
1.31,-20.62,110.75
4.44,-31.94,166.44
83.69,-16.25,153.56
47.81,-19.44,158.19
43.38,-4.06,92.44
4.69,3.69,87.69
66.25,5.75,169.94
2.88,-13.13,122.69
32.38,2.69,183.94
4.5,-30.5,173.88
43.38,9.0,184.19
38.38,-25.19,157.56
6.69,-25.31,184.5
3.25,-27.25,182.13
3.38,-24.75,181.31
8.81,6.19,87.37
-54.19,-8.25,129.63
40.44,-27.06,160.88
4.0,-19.44,113.81
-2.56,-21.06,152.69
15.38,-33.75,198.5
0.06,-13.88,119.62
0.81,9.06,84.75
66.0,9.0,157.94
-0.81,-14.25,101.94
7.88,-30.44,174.44
0.44,6.19,84.0
32.06,-24.44,157.13
-20.44,-16.44,162.81
15.0,-33.56,197.69
77.19,-0.19,128.31
7.94,-26.87,190.56
10.5,-27.19,194.25
3.88,-27.75,181.44
-38.25,11.44,98.44
40.19,3.69,185.63
-55.75,-7.13,131.25
-3.63,-27.12,153.19
58.13,-21.31,158.56
5.19,-26.75,184.19
7.13,-14.06,88.06
76.87,17.19,152.19
66.5,3.94,106.69
6.94,-33.31,186.44
3.94,-17.0,129.38
36.94,-23.37,157.63
4.13,-17.31,111.56
-65.87,-2.06,116.94
3.31,-21.19,145.63
-18.5,-25.19,167.25
9.13,-32.38,171.69
71.25,9.13,160.0
4.44,-21.5,155.5
5.69,-25.31,176.88
3.0,-27.5,154.25
-63.44,-4.13,119.94
-11.69,8.5,86.56
-28.94,-22.87,154.44
-38.69,-24.19,142.25
9.44,-32.81,192.0
0.69,-18.19,105.06
9.56,-29.62,188.44
-34.69,-24.87,140.38
-0.44,-9.19,100.25
4.31,-16.19,106.44
49.44,-5.56,98.0
12.5,-22.81,185.31
63.13,-19.69,159.31
1.69,-22.44,168.94
3.81,-21.56,141.06
2.38,-14.69,94.31
65.25,2.0,105.44
5.88,-27.69,171.44
7.94,-30.25,185.56
35.38,-28.5,160.38
0.75,-24.19,136.25
-58.0,-9.88,132.56
85.25,-19.37,143.44
3.69,-15.56,118.06
41.63,-18.12,167.31
6.56,-30.62,182.63
3.31,-27.44,182.81
-44.25,-18.62,140.88
4.75,-25.94,137.69
10.81,-26.31,192.81
-1.44,-11.38,108.5
18.06,-29.5,161.0
-64.94,-2.69,117.69
-34.75,-23.0,143.75
-45.56,-21.0,141.5
9.69,-0.5,86.19
3.44,-19.0,120.31
35.69,-3.56,189.94
30.81,1.75,183.81
4.31,-23.87,123.94
1.63,-29.56,156.56
1.75,1.37,85.69
80.06,-17.06,157.19
64.75,-9.88,155.69
-24.0,-26.12,160.63
6.88,-10.44,88.62
-6.38,-24.5,172.25
10.75,-27.12,196.63
32.56,-2.56,90.81
4.31,-14.56,101.56
-3.25,-23.44,154.13
-63.13,-4.69,120.06
67.81,17.81,172.75
-22.87,-24.56,163.13
4.44,-22.31,155.56
-2.13,-15.94,124.25
-29.19,-24.75,149.94
18.5,-1.25,80.69
-0.37,-19.87,107.06
-47.06,-8.81,119.12
2.44,-26.12,142.69
-41.94,-14.69,142.19
51.38,-20.25,161.44
60.31,-25.75,171.56
2.38,-18.31,101.87
5.06,-31.44,184.75
24.31,-31.12,159.25
76.25,-13.69,150.69
73.94,-3.19,116.19
-62.56,-4.69,126.5
66.69,-16.5,163.56
2.5,-23.19,161.13
3.75,-32.94,159.75
-69.0,1.25,118.5
78.06,16.94,149.31
-43.88,-1.0,112.5
37.63,-28.75,159.88
71.31,-1.19,115.12
-55.0,-11.19,133.19
10.63,-31.5,198.94
76.0,-14.69,148.38
69.94,11.0,173.5
26.5,-32.0,161.19
5.25,-21.94,131.5
-41.13,-15.31,143.81
43.19,-6.56,100.0
74.25,1.63,119.25
2.63,-11.88,86.12
-46.31,-12.25,136.75
-43.94,-22.12,136.0
6.75,-27.25,194.5
9.25,-30.87,196.31
-17.0,7.0,87.06
2.38,-7.75,100.12
-6.25,-30.75,156.56
80.25,5.81,138.75
27.25,-3.69,187.13
86.5,-8.81,148.06
1.69,-23.19,159.63
64.25,-3.44,108.06
74.0,10.94,167.13
3.81,-20.62,121.44
-3.25,-32.69,157.31
10.13,-32.88,178.25
50.31,-5.19,95.69
12.5,-35.5,197.5
-42.5,0.37,109.25
87.06,-12.63,179.19
-63.5,0.0,120.37
23.44,-33.19,160.81
2.75,-11.38,92.37
93.25,-9.56,144.13
-18.75,-20.94,149.5
49.25,-5.19,95.25
4.25,-24.12,131.0
8.88,-30.62,157.44
11.44,-28.69,198.81
-37.81,-17.87,147.31
6.25,-30.0,178.06
1.31,-23.56,128.94
-34.88,12.25,96.19
2.31,-23.69,137.88
-65.81,-0.37,119.19
10.94,-28.87,159.31
-45.69,0.37,106.5
36.19,1.37,187.38
29.31,-25.25,156.5
-45.5,-21.37,138.5
8.69,-31.56,186.5
13.75,-29.81,156.81
80.75,-16.0,157.38
71.5,4.06,108.37
2.69,-16.81,98.12
4.31,-24.19,139.44
6.06,-28.12,188.56
45.94,-2.75,93.12
0.69,-15.81,93.19
49.0,-5.69,98.44
72.12,-17.06,157.44
9.56,-29.56,171.13
-5.94,-29.12,152.69
6.0,-27.31,185.63
-13.25,8.0,87.19
79.37,7.63,137.38
10.25,-34.81,188.06
-16.81,-29.94,152.13
60.75,4.38,174.13
-38.44,-22.12,143.5
7.94,-27.06,193.0
49.69,-29.37,171.44
1.56,-17.06,110.94
47.63,-24.0,160.88
-32.69,-30.44,147.44
-29.5,-28.56,148.31
-42.13,-22.81,142.63
17.81,-29.5,157.38
43.5,-22.75,163.44
-9.31,-31.94,152.56
17.81,2.5,90.25
-36.88,-24.62,149.0
51.0,14.06,184.5
-19.87,-26.69,153.06
-54.06,-8.13,132.38
76.44,-17.62,165.19
41.88,-26.62,162.19
4.25,-26.19,179.44
-49.31,-10.69,135.06
-44.25,-19.0,143.69
7.38,-26.94,190.5
-5.31,-2.63,89.62
-28.87,0.0,95.81
-34.75,-22.69,151.56
46.38,-23.94,160.19
-62.5,-6.31,121.62
47.5,3.75,166.0
-3.19,5.56,87.75
49.38,13.56,185.0
4.31,-19.0,183.63
65.81,-2.44,106.31
2.19,-27.12,140.75
4.94,-30.06,164.0
80.56,4.75,124.37
-55.63,-10.81,132.81
11.25,-32.81,191.5
78.62,16.56,150.75
26.0,-4.56,91.69
13.38,5.44,87.87
-13.06,-34.94,154.0
6.25,-25.37,183.25
79.81,-13.19,183.31
76.94,9.13,122.87
-19.31,-18.87,147.69
2.5,-26.37,133.81
-54.44,-11.0,133.5
18.94,-31.31,161.88
83.19,-15.63,153.25
35.75,-25.19,163.19
-58.88,-5.5,122.81
4.38,-19.31,126.37
74.37,2.25,128.94
32.13,-6.19,94.69
-42.0,-15.31,128.19
31.69,-1.94,89.62
-1.69,-19.0,107.19
4.5,-10.25,92.44
-51.69,-13.63,134.81
2.75,-10.81,90.19
-61.63,-0.31,125.44
77.25,10.75,152.13
-24.69,-19.31,154.13
65.06,-19.56,158.94
50.31,-26.19,164.0
9.44,1.31,86.25
-59.06,-10.5,128.38
21.94,-0.56,88.5
1.06,-14.81,103.69
-37.31,-27.0,155.25
3.56,-18.75,119.06
-56.25,-6.81,130.75
-26.62,-31.37,147.63
-3.56,1.44,87.37
1.37,-17.37,105.94
23.31,-9.0,174.94
-30.56,-29.87,146.56
29.0,-31.5,161.5
-1.37,-31.75,157.81
-39.81,-14.63,140.06
-30.94,-20.06,155.25
51.75,-17.75,157.88
3.19,-23.75,171.56
9.44,-31.31,195.75
-52.38,-12.5,135.0
6.69,-10.44,89.31
-26.56,-30.25,148.63
4.0,-19.69,137.06
-58.94,-13.38,128.5
4.0,-21.87,158.31
29.12,5.06,181.06
13.25,-25.19,156.06
8.19,-31.25,192.38
3.88,-25.31,183.13
10.69,-27.75,196.0
4.44,-29.19,187.81
44.5,-1.69,94.0
6.56,-30.62,196.94
42.19,4.25,91.19
76.94,-18.94,150.44
2.44,-16.19,107.56
1.88,-25.37,143.88
-5.75,-30.44,154.25
-47.13,-10.0,120.87
3.06,-13.88,90.69
2.06,-28.0,148.5
54.19,-2.5,97.75
90.31,-12.63,148.25
2.13,-28.19,160.44
5.44,-25.81,183.44
-60.81,-1.94,122.87
14.75,-12.56,186.31
21.5,3.31,88.56
0.94,-15.38,94.06
8.13,-25.62,156.25
-45.25,0.44,113.75
67.81,12.56,168.75
6.06,-25.94,195.25
-31.19,9.69,95.19
9.25,-26.25,196.25
2.44,-19.5,114.25
10.25,-29.81,194.25
72.19,9.25,158.0
0.12,-21.75,116.94
32.63,2.88,182.25
64.69,-1.31,103.87
11.69,5.5,87.69
2.94,-18.06,104.06
28.25,-25.44,156.19
30.0,-9.81,181.19
2.69,-24.31,160.44
2.56,-23.94,174.25
5.69,-24.31,170.88
-41.88,-20.12,141.44
10.56,-29.06,197.25
52.19,-20.06,161.5
-43.31,-0.44,118.06
63.19,-3.31,111.0
2.56,-13.0,86.62
-5.81,-32.25,152.56
2.13,-13.13,93.62
-37.88,-22.81,143.81
-1.88,-32.75,156.81
2.81,-21.06,135.94
2.88,-28.87,157.81
1.19,-17.87,115.87
-4.81,-21.31,159.69
59.56,13.38,176.88
77.94,16.87,153.63
55.19,-17.06,157.19
10.25,-30.44,183.19
-40.75,1.25,105.5
36.06,-5.13,186.81
3.56,-27.94,184.5
-37.06,4.88,98.37
78.62,-15.69,152.13
4.25,-24.81,156.75
74.06,-3.13,107.69
-4.38,3.31,84.25
6.13,-28.75,154.81
17.44,-21.06,157.38
77.12,2.94,125.56
3.5,-24.06,182.38
-7.63,-26.19,170.44
10.56,5.75,89.25
9.94,-27.75,197.13
9.75,-33.0,190.69
67.5,-13.81,156.88
8.19,-29.25,175.75
-65.0,-2.81,122.5
39.88,-2.38,84.56
3.06,-12.81,99.5
-64.75,-2.38,116.06
13.19,-24.5,156.13
-55.31,-2.69,129.75
7.31,-13.94,86.0
34.25,-0.88,90.94
82.0,-15.88,157.0
3.19,-24.19,165.38
-39.88,-22.44,138.44
40.75,-27.0,162.13
-9.44,-29.87,156.69
-1.81,8.31,87.87
8.31,-31.44,159.13
-46.44,-17.81,139.38
64.12,-1.94,103.69
28.0,-25.69,158.19
19.62,-3.94,90.62
-39.81,-23.0,145.06
-56.81,-6.63,124.5
73.5,-13.31,156.94
-61.81,-8.25,125.12
-0.88,-29.12,156.63
0.56,-24.0,179.38
65.5,-16.81,159.44
1.0,-24.62,155.88
-11.5,4.88,83.5
43.5,-1.56,180.31
13.06,-8.38,178.44
-2.44,-23.56,154.31
1.25,-22.37,148.06
-66.31,-3.5,124.37
-12.56,9.94,89.06
-26.56,-27.25,157.31
-33.81,-15.38,143.94
-14.13,-28.31,153.38
78.62,-16.0,154.19
62.31,10.5,174.44
-31.37,-0.44,97.56
49.44,-22.06,161.56
4.31,-22.31,160.94
54.25,-3.44,96.75
18.87,-31.94,162.25
-7.94,8.75,84.25
4.56,-16.37,169.69
-63.63,-5.13,124.87
-24.56,-20.81,165.25
23.31,-1.63,89.87
-43.94,2.81,103.94
51.25,5.63,184.63
8.5,-26.56,182.13
26.75,-11.31,189.44
64.44,-21.19,161.75
4.56,-14.0,103.69
5.31,-28.94,173.88
1.12,-15.63,99.94
-18.62,-30.87,153.25
7.88,-26.0,179.75
69.31,11.31,172.56
-29.25,-29.19,142.69
86.75,-14.0,147.81
-26.5,-25.37,150.63
13.69,-33.13,197.81
34.44,-2.38,83.12
8.56,-27.06,173.13
53.0,-19.87,161.44
12.63,1.12,78.81
34.19,-7.0,180.81
-39.44,-19.94,144.25
89.75,-13.0,148.5
2.75,-29.0,170.75
3.63,-24.62,167.5
5.75,-25.94,193.94
-9.5,-32.94,155.5
67.06,4.88,111.62
43.19,-26.06,160.88
72.44,6.19,160.81
-46.19,-0.5,113.44
4.63,-12.81,91.0
-0.5,-17.81,99.19
3.0,-14.5,91.69
-6.31,-35.44,158.56
-63.69,-4.88,125.31
4.69,-24.81,137.88
15.69,8.81,86.37
63.31,11.0,172.06
59.69,-0.12,99.94
18.75,4.63,88.75
1.37,-17.62,99.94
6.69,-28.31,191.13
21.94,-33.75,164.44
-36.38,-17.31,148.31
33.81,-27.25,160.56
76.62,11.38,153.19
-9.56,4.88,87.19
79.37,3.88,130.5
1.5,-11.38,112.31
-43.13,-16.56,129.06
-16.81,-25.25,172.81
4.06,-19.94,110.56
72.69,3.63,119.12
10.75,-31.5,199.31
6.5,-30.37,189.13
50.94,-7.25,91.31
4.06,-12.81,89.25
-52.56,-13.25,136.63
46.81,-2.38,94.81
47.75,-2.69,87.94
1.12,-25.19,132.13
31.81,-5.13,92.75
72.94,2.13,126.56
2.56,-13.63,177.75
42.0,-27.87,167.81
5.5,-31.87,158.63
83.94,-16.19,153.25
-0.31,-24.62,184.75
9.06,-25.5,156.25
33.81,-3.56,91.75
79.19,6.63,126.31
13.81,-11.44,180.38
-41.0,-19.25,143.19
-0.75,-16.06,92.19
61.25,-3.19,100.75
1.06,-15.63,132.88
5.75,-27.31,184.88
23.12,-6.69,187.06
3.13,-21.19,176.06
-8.38,11.25,86.19
85.5,-13.44,177.75
5.31,-22.62,178.0
58.38,-2.5,99.62
46.69,9.94,178.0
-46.81,-14.88,137.88
2.63,-15.63,105.5
-43.56,-8.31,133.44
-13.0,-28.75,150.81
-26.0,-30.87,145.38
79.19,12.13,162.13
-47.69,-1.56,116.12
63.75,1.37,98.56
2.44,-28.62,167.63
7.06,-10.56,87.75
5.44,-30.31,158.06
-37.69,-25.56,147.38
5.25,-24.5,150.44
-55.0,-13.19,130.25
10.44,-28.44,197.31
-32.63,-25.37,146.38
83.94,7.63,135.31
-37.0,4.44,104.94
-54.31,-3.31,130.63
-15.25,8.13,87.56
-57.25,-10.38,133.13
80.69,11.56,153.38
58.0,12.69,177.94
-38.88,-20.62,141.56
-7.81,-2.31,89.94
-39.38,-21.69,145.06
-4.0,11.38,87.06
30.31,-6.56,93.69
17.69,-32.5,161.5
89.81,-13.13,148.88
10.5,-28.37,197.94
5.13,-24.44,179.75
6.19,-33.69,174.56
51.19,-21.12,159.13
61.44,-2.69,104.87
5.69,-31.81,188.94
12.31,-32.06,188.38
8.56,-28.69,194.56
-46.13,-11.94,127.25
75.62,-16.37,162.13
7.81,-26.56,176.56
-58.31,-7.13,129.0
5.44,-27.06,180.0
32.63,-22.87,155.69
-41.0,-20.44,138.44
4.94,-27.37,187.69
5.69,-23.37,170.44
-0.44,-17.06,94.69
10.31,-32.81,188.94
45.75,2.63,98.69
-56.88,-5.69,132.38
-42.75,-22.25,139.88
85.37,-14.06,142.81
0.81,-18.44,103.56
84.81,9.31,137.5
0.0,-30.62,155.5
-13.81,-29.87,154.44
-38.06,3.56,102.31
6.44,-26.69,194.56
10.0,-29.44,194.88
10.88,-29.87,196.13
58.94,-18.37,159.0
-10.63,24.31,92.62
4.19,-27.37,139.44
-19.62,-31.81,151.75
1.37,-23.0,152.06
27.75,-11.81,187.63
-34.63,12.25,98.0
82.62,-18.25,147.63
-21.62,24.81,95.69
31.56,-27.44,160.44
12.44,-34.44,198.5
-0.81,-25.12,134.06
10.56,-27.25,194.5
-46.69,-12.44,124.37
38.56,-0.25,169.88
-30.31,-24.06,150.94
-59.94,-8.25,130.75
11.75,-32.94,198.19
59.81,16.25,181.56
-39.5,-24.37,146.31
-44.0,-10.13,122.37
-12.63,-20.12,149.94
-43.25,-9.25,134.19
5.63,-24.25,181.0
10.0,-34.69,187.13
81.0,-12.75,156.63
9.44,-30.75,156.19
5.25,-24.25,147.63
3.19,-22.94,168.88
-40.44,-14.63,142.88
18.56,3.44,175.81
4.25,-14.44,108.94
-3.63,-30.5,154.63
81.0,-18.37,148.5
58.06,-6.81,94.44
58.75,-20.81,159.69
69.25,-0.12,107.62
3.25,-19.19,107.75
11.38,-28.12,183.13
-57.75,-12.0,131.38
11.38,-32.0,160.63
37.75,-6.56,98.5
-23.0,-18.31,146.75
66.37,8.31,175.31
4.81,-14.5,91.94
27.81,-3.19,88.87
-63.88,-4.69,124.75
-18.75,-25.44,171.56
2.25,-21.0,119.06
-21.0,-25.81,157.69
-0.5,-25.37,135.69
57.0,-21.87,159.0
41.88,-28.25,163.38
3.38,-20.44,155.31
17.62,-27.69,160.56
-28.0,-29.12,148.75
21.56,-12.69,186.25
50.81,-6.63,102.5
2.25,-23.5,180.25
5.5,-27.94,186.31
2.19,-23.0,123.37
-21.44,-33.88,152.0
21.12,-33.94,164.31
-11.5,-27.62,154.44
11.44,-34.56,195.25
28.94,-26.44,161.31
12.44,-27.94,154.94
-65.62,-2.0,120.69
6.19,0.06,81.0
-15.94,-27.94,153.0
18.37,-24.5,156.25
70.75,12.44,165.19
-1.56,-18.69,184.94
7.44,-25.5,172.5
4.31,-28.62,166.75
-39.0,-15.69,144.56
9.19,-28.37,190.5
3.81,-25.81,186.75
-7.06,-27.31,174.0
73.69,1.88,113.75
89.75,-13.19,148.81
10.31,-32.69,186.81
10.81,-31.56,196.25
-35.63,-27.69,141.0
6.19,-25.87,175.19
-40.44,-19.56,140.13
12.63,-35.44,198.88
1.88,-27.37,145.63
-62.0,0.25,124.69
-4.44,-33.06,159.69
19.94,-14.0,180.0
-35.5,-22.5,146.75
-44.13,-5.44,127.06
-45.0,-9.5,123.69
5.0,-26.75,143.88
60.13,-22.0,163.81
1.88,-21.94,116.81
4.38,-24.06,177.19
51.88,-3.63,97.94
5.75,-24.37,171.88
6.63,-27.5,164.19
4.06,2.44,90.0
0.19,-12.75,87.12
-36.13,7.0,98.19
8.13,-27.0,181.75
3.0,-15.56,113.81
18.75,-30.19,160.0
8.44,-31.37,185.06
-0.12,-21.5,115.44
-45.44,-8.13,116.94
8.69,-25.25,187.5
-22.87,-26.81,153.0
-45.5,-17.87,138.88
9.44,-30.56,192.75
4.25,-17.25,115.56
44.75,-15.5,158.25
46.25,0.19,95.25
-39.81,-25.25,142.25
40.06,-25.25,162.75
4.31,-29.75,163.25
-45.5,-12.38,131.56
-7.75,-20.5,151.75
7.13,-30.81,179.13
24.31,-9.38,180.25
1.44,-11.69,88.25
86.25,-13.56,177.69
-21.12,-33.38,165.75
1.12,-15.31,92.87
12.81,-27.69,199.06
80.5,16.94,143.25
2.56,-18.94,120.12
81.5,10.63,145.88
-34.94,-22.81,147.13
83.25,-16.0,154.81
1.19,-16.31,135.19
80.37,2.88,123.19
2.31,-15.06,96.06
-14.56,7.88,91.19
5.88,-31.87,168.63
53.0,-12.63,157.88
-8.0,-21.12,171.56
41.88,-22.69,159.81
54.81,4.06,103.0
74.69,0.69,114.81
69.0,-13.69,156.13
-16.62,-27.75,153.06
2.13,-24.44,170.44
13.69,-32.69,197.75
-0.19,-26.25,156.06
87.62,-14.06,145.38
39.19,-0.56,189.69
-4.25,-27.56,157.06
-0.25,-13.0,87.87
77.56,3.0,118.75
69.06,-14.88,154.81
9.94,-29.37,193.44
58.31,-3.5,102.56
90.06,-12.81,148.44
-49.56,-1.12,113.5
3.81,-34.13,161.88
61.94,-17.94,157.31
4.13,-23.25,174.44
1.56,-20.37,136.31
10.25,-28.87,191.69
-64.06,-1.63,121.62
-60.25,-10.0,125.81
3.63,-20.87,128.88
10.81,-28.19,194.44
2.44,-18.94,131.81
77.62,11.44,133.56
23.12,2.81,88.81
73.5,-15.06,158.13
49.88,-20.19,157.19
47.19,-4.38,97.0
24.94,-34.31,166.13
-65.44,-2.06,122.0
5.69,-27.87,169.56
3.25,-25.25,137.31
43.88,-19.81,157.94
-50.0,-1.75,114.75
46.25,-21.75,162.06
14.0,5.0,85.5
13.63,-33.19,197.5
-45.44,-3.5,112.12
50.38,4.0,100.75
3.13,-27.62,149.38
11.56,-28.37,191.06
-20.44,-29.62,151.0
5.69,-13.44,91.37
-9.69,4.38,83.0
-27.12,11.56,94.5
1.19,-15.25,98.94
-29.06,-26.19,148.63
86.25,-17.81,146.63
81.19,-14.44,148.13
65.06,-7.44,100.06
-49.25,-15.13,138.44
-44.56,-13.81,130.94
-66.56,-1.06,115.56
3.19,-20.87,144.31
-53.06,-14.75,131.69
7.69,-15.44,165.38
6.25,-29.69,152.69
64.31,-15.25,155.13
-43.25,1.5,103.31
5.13,-25.31,184.13
-39.56,-21.69,151.19
6.06,-26.44,186.94
83.25,9.31,134.88
8.81,-27.75,184.19
2.94,-29.37,155.31
75.69,11.56,151.25
-59.5,-8.63,131.13
-64.87,-2.44,122.06
-37.13,-22.75,147.75
-40.13,-24.06,145.94
68.62,6.63,110.81
-25.94,-26.81,147.5
-23.94,7.25,86.44
-39.25,-25.0,143.31
83.37,-16.0,154.38
30.12,-6.19,93.94
-2.19,-13.44,116.06
10.5,5.94,87.37
78.0,9.5,142.69
9.75,-29.37,191.38
4.5,-24.25,177.94
65.87,-14.94,156.31
82.94,-15.81,155.81
70.06,15.31,169.94
3.63,-23.19,168.13
17.56,-10.81,186.75
45.81,-5.38,88.69
36.06,-29.19,159.69
-2.0,6.94,84.06
2.94,-32.94,159.56
-36.81,-22.62,146.25
13.0,-35.31,158.75
-20.37,-19.87,165.19
31.69,-0.63,181.25
-60.44,-7.69,129.56
38.5,-7.31,86.0
3.88,-22.81,165.5
2.81,-26.62,150.63
3.75,-8.63,99.87
9.81,-28.5,189.75
-66.25,0.25,114.69
5.06,-34.31,162.25
-38.56,-16.94,136.75
-13.38,-27.75,168.19
9.63,-29.37,190.81
66.5,-1.19,109.0
5.44,-25.81,192.88
6.94,-31.06,197.44
-24.69,4.25,91.44
-0.5,-17.44,97.75
7.0,-30.25,179.44
2.5,-18.56,129.88
16.19,-15.5,181.69
7.63,-26.56,169.63
2.13,-25.62,161.69
47.56,-26.87,163.94
-45.31,-2.5,110.81
71.81,-18.81,162.25
4.0,-21.06,156.94
-64.75,-1.0,120.5
-25.31,13.63,93.94
47.69,-21.75,163.44
65.56,-18.94,158.56
1.81,-9.0,90.19
72.12,-13.06,160.13
16.87,-11.06,173.25
-10.06,4.38,85.81
-18.37,-31.81,152.13
77.81,13.81,141.56
-5.75,8.88,80.37
-44.25,-7.19,125.87
-38.25,-16.56,135.31
50.44,-6.06,97.69
65.19,-14.0,157.56
21.31,-34.81,165.69
5.56,-27.81,187.06
3.13,-28.12,158.31
-1.12,-24.37,178.44
2.69,-28.81,169.19
3.31,-22.75,131.31
80.37,7.44,148.63
3.81,-13.81,87.5
13.38,-33.5,197.69
76.56,1.81,121.0
-25.5,25.06,96.94
87.19,-14.44,146.38
2.69,-6.31,91.94
-31.19,-29.56,146.31
-32.31,8.5,95.19
3.56,-26.94,177.0
3.94,-24.37,184.25
-37.56,-21.69,140.94
8.81,-31.69,187.25
21.56,-28.69,157.81
-36.94,5.75,105.0
74.44,11.88,159.5
-3.81,-32.56,157.25
5.63,-30.19,178.13
2.69,-11.63,87.69
-4.94,-25.06,177.38
53.81,-6.31,103.44
3.56,-28.94,159.13
-15.63,-27.06,154.25
85.25,-14.81,147.38
-16.19,-19.25,148.69
1.5,-27.69,155.69
52.81,-5.56,100.06
-34.25,6.63,98.62
