Shoulder_X,Shoulder_Y,Shoulder_Z
2.75,-15.88,158.94
-45.19,-32.69,132.69
1.63,-26.25,184.38
-32.81,-36.19,130.25
39.69,-0.06,159.44
-18.94,-14.88,132.63
-43.81,-27.62,144.88
-17.19,-4.75,128.06
-47.13,-29.19,138.13
46.75,-1.81,173.06
43.44,-5.63,179.06
-35.56,-30.31,150.5
-15.19,-4.25,126.87
-37.5,-32.75,147.94
-13.56,-0.12,128.44
21.75,3.5,133.19
-2.25,-30.37,156.25
44.5,-14.75,149.69
1.31,-26.5,184.56
-2.69,-23.31,175.38
-0.19,-25.62,174.31
36.75,-19.31,162.13
34.06,5.75,147.25
-3.19,-28.31,181.06
7.69,-25.06,178.63
-2.69,-25.69,184.31
-33.19,-20.25,137.06
36.81,-20.31,166.06
6.19,-21.75,173.06
-47.63,-28.37,135.06
-3.0,-23.5,173.31
13.44,-23.37,147.0
-16.19,-27.06,150.06
-1.44,-27.69,181.38
2.0,-20.62,168.25
0.44,-8.44,126.75
0.37,-25.87,180.06
28.06,7.81,140.63
-44.44,-29.19,142.44
-38.31,-35.63,128.56
42.81,-16.75,164.31
0.19,-9.44,130.44
43.0,0.81,164.31
-7.44,-29.69,156.44
-18.44,-28.81,159.56
-18.94,-16.37,129.25
-1.06,-27.87,185.69
1.75,-26.81,182.81
0.75,-25.94,183.63
33.06,-19.44,164.63
-19.12,-1.06,129.31
2.25,-16.75,153.44
-26.81,-34.13,146.13
0.81,-18.81,160.25
23.5,-15.56,181.44
-13.13,-11.5,128.81
44.13,-17.56,156.63
-21.75,-4.5,129.81
20.19,-23.19,153.5
1.19,-27.75,186.75
1.63,-18.62,148.19
-1.0,-25.87,184.38
-22.69,-25.0,139.94
32.81,-7.94,171.44
-31.37,-32.81,144.63
-51.06,-31.0,128.19
2.94,-28.81,185.19
36.94,-4.06,177.81
-35.88,-34.19,142.56
-15.31,-23.44,141.25
-18.69,-26.0,160.13
-22.94,-23.06,151.0
-3.56,-23.19,177.5
0.75,-28.37,179.19
44.31,-19.06,151.69
1.37,-28.94,148.75
4.94,-20.06,154.06
0.0,-19.81,168.5
-13.13,-24.37,152.5
15.06,-8.19,177.0
6.25,-9.31,136.25
-10.69,-30.0,155.75
44.56,-17.62,156.63
30.19,7.56,138.19
42.69,-21.37,158.31
39.38,-0.94,146.31
3.56,-10.38,134.44
5.13,-26.69,176.63
-48.88,-32.0,124.62
-5.56,-33.13,145.75
22.19,3.88,134.13
-26.06,-27.37,158.13
47.06,-5.69,176.88
6.44,-9.69,125.19
13.06,9.19,132.31
-50.63,-27.06,135.44
-17.12,-25.62,166.5
4.44,-12.75,141.75
-2.69,-25.44,159.94
1.63,-18.81,149.13
31.06,-23.37,156.69
19.0,-25.62,158.94
4.06,-18.12,161.44
7.31,-26.0,162.5
-32.06,-34.69,142.69
16.44,-15.81,180.31
30.44,2.69,139.0
3.13,-20.94,177.06
-1.94,-27.25,179.13
5.75,-13.63,145.69
-26.0,-37.31,140.56
-0.25,-30.37,161.63
-19.0,-34.25,140.0
1.5,-27.06,185.25
9.13,-28.37,151.69
4.06,-27.94,146.88
-51.56,-25.56,134.0
-3.0,3.69,123.94
-20.75,-30.56,156.44
7.88,-24.19,161.06
40.19,-0.88,175.81
2.38,-21.94,178.81
4.19,-22.06,171.25
-0.25,-24.31,167.06
-13.63,-24.75,152.94
2.63,-26.87,181.63
4.19,-22.5,179.5
2.63,-24.12,170.31
41.56,-0.94,151.5
44.38,-14.75,149.63
3.56,-28.12,179.63
2.88,-29.0,185.44
-34.5,-35.81,138.38
-1.37,-23.56,173.06
-36.88,-30.19,149.38
1.19,-29.19,186.63
2.19,-20.12,156.81
-46.69,-27.37,139.31
-16.12,-33.25,154.5
16.06,-16.12,175.19
-35.81,-31.44,145.25
-17.06,-21.37,143.0
-22.75,-24.69,141.88
5.69,-19.62,154.44
34.13,-22.81,160.44
2.0,-12.13,138.63
-1.12,-22.37,173.56
30.37,5.56,139.88
-2.06,-21.25,172.63
1.94,-18.81,167.25
-4.25,2.69,130.75
1.12,-8.69,118.94
-26.75,-14.88,132.06
0.0,-20.81,176.38
5.88,-11.69,138.25
8.56,-25.87,153.19
3.38,-26.12,177.38
3.63,-14.5,136.31
-21.75,-23.75,137.38
1.94,-24.44,177.75
-26.81,-32.75,146.88
-41.88,-34.25,124.87
0.88,-27.75,183.69
7.19,-10.38,141.56
32.75,-17.75,166.0
30.69,4.63,138.5
-36.56,-35.0,139.69
17.69,-23.5,163.56
0.81,-22.94,163.31
-29.06,-25.25,147.81
-14.88,-25.44,161.44
-0.06,-25.31,172.13
19.0,-12.25,175.75
1.37,-6.0,123.12
45.0,-12.81,178.75
-10.81,-30.75,166.69
3.19,-8.0,123.12
6.0,-25.25,184.5
41.38,2.19,169.75
2.63,-12.0,138.75
39.13,0.31,165.81
-35.44,-31.5,145.56
41.88,-18.44,162.0
4.06,-11.81,152.94
38.25,0.12,153.25
3.19,-8.69,129.81
-13.5,-5.44,128.0
0.88,-22.06,166.63
38.94,-16.56,166.38
-8.81,-23.06,175.25
30.0,-20.62,162.5
32.25,1.0,142.06
41.13,-0.94,150.88
44.5,-19.81,152.19
-22.56,-35.06,138.31
0.56,-21.75,171.88
1.88,-28.19,183.69
-11.06,-31.19,143.25
41.63,-17.81,152.0
32.0,-9.13,180.5
-11.75,-29.0,157.94
0.75,-8.88,119.5
41.25,-0.63,153.56
44.75,-18.44,148.44
1.75,-26.75,181.94
30.75,3.56,140.75
43.81,-14.13,149.44
-26.06,-21.75,136.44
-11.31,-32.69,156.69
41.5,-18.31,162.19
-1.81,-21.31,172.25
0.12,-15.81,150.38
0.56,-24.0,181.25
-50.94,-27.44,132.56
-49.5,-32.06,122.12
2.25,-11.25,143.25
2.25,-27.31,181.5
0.56,-12.75,146.13
43.56,5.38,168.13
5.38,9.38,131.38
42.75,-19.0,149.25
36.06,-20.69,148.94
29.19,6.31,138.63
2.0,-31.5,161.06
-53.13,-27.94,125.56
2.0,-24.31,167.75
3.38,-19.19,146.56
32.13,-19.94,164.25
-25.94,-22.19,136.94
24.75,-25.06,147.69
-1.12,4.75,126.25
1.75,-28.12,183.44
-26.81,-21.25,136.19
30.06,2.0,139.88
3.06,-18.19,159.94
4.0,-27.44,181.63
-23.25,-32.81,152.0
8.25,-9.69,126.94
-11.88,-2.75,123.25
-12.75,-10.25,128.0
3.25,-8.31,131.63
-28.31,-30.44,155.5
40.94,-14.63,153.13
40.44,-17.87,164.44
32.31,5.5,142.0
-43.56,-29.69,140.06
-8.75,-24.87,142.75
-53.69,-28.69,120.37
0.44,-16.31,155.88
-46.19,-31.81,129.81
7.63,-15.69,167.0
4.94,-21.31,156.88
35.81,-21.94,151.31
-22.94,-18.56,129.5
0.56,-24.12,178.0
-16.25,-24.5,159.81
0.81,-25.81,180.13
38.56,3.75,163.88
4.94,-26.87,176.44
-4.81,-29.62,153.0
35.75,-2.94,163.31
-50.94,-31.06,128.38
-51.25,-25.87,134.38
-35.5,-33.31,142.5
-36.19,-34.06,142.25
40.19,3.06,151.88
-27.5,-32.69,146.0
-25.06,-4.56,114.0
-35.06,-35.13,145.56
42.13,-18.25,162.0
9.75,4.88,129.0
1.19,-8.94,142.81
-4.25,6.63,129.56
40.63,-1.19,166.31
3.19,-26.25,180.06
-1.19,-22.56,174.06
39.44,-18.56,150.88
41.69,-18.75,162.19
38.81,-0.25,175.94
-1.25,-19.37,169.19
8.06,-15.06,177.56
23.19,10.0,132.25
14.31,-27.44,155.13
-11.0,-0.81,126.0
-11.0,-33.56,158.94
-36.0,-32.56,148.81
-5.31,-33.06,150.06
-12.44,-27.31,172.25
27.62,-10.06,176.88
-48.75,-28.06,136.88
9.69,11.75,131.13
2.56,-20.44,166.75
2.56,-20.12,161.63
3.56,-5.75,132.5
0.0,-23.0,180.5
-53.38,-27.12,123.31
-10.81,-32.69,157.0
-37.19,-32.13,131.38
-7.19,-25.94,168.38
3.19,-26.19,179.69
36.19,4.56,149.88
-1.63,-27.37,184.19
-3.94,-29.19,186.44
-15.88,-10.56,126.56
2.94,-10.81,125.75
-0.37,-26.5,174.75
0.75,-12.44,144.75
12.31,-15.19,176.69
6.06,-23.81,168.38
-0.19,-21.31,166.44
24.62,-24.62,159.56
-27.12,-21.12,135.56
40.31,-21.5,160.69
2.38,-17.75,161.0
-51.44,-27.31,131.88
-12.06,-7.81,128.56
33.56,-20.31,164.88
46.19,-19.62,158.63
3.5,-9.25,126.87
46.06,-14.75,178.56
7.25,-11.75,169.06
-17.5,-3.81,129.81
-26.0,-34.0,146.38
42.63,4.44,170.81
-15.38,-0.94,125.69
-27.5,-23.5,145.44
-11.0,-24.75,148.38
25.56,2.19,138.69
43.63,-20.06,152.25
-0.75,-32.0,160.94
-1.63,-27.5,179.38
2.13,-21.56,162.81
1.31,-21.69,175.94
-0.81,-24.31,168.88
5.13,-14.5,148.69
46.56,-2.38,170.56
5.56,-9.88,123.94
0.37,-28.5,186.56
42.31,-1.37,154.5
-22.37,-5.69,130.0
41.13,-18.31,152.13
2.69,-4.38,129.63
-32.0,-35.13,141.75
-24.94,-13.06,130.94
-3.19,-23.75,172.13
-3.06,-26.37,175.88
-35.25,-33.13,136.06
3.25,-26.62,178.5
11.88,-27.25,150.0
-16.81,-14.81,132.88
39.75,0.0,174.31
-16.44,-33.25,151.5
-1.31,-25.44,176.0
2.38,-5.75,122.0
-4.25,-26.06,174.81
31.87,2.0,140.38
2.19,-19.0,165.5
-20.69,-30.5,155.75
41.38,-18.75,152.31
-21.25,-26.25,159.06
-0.69,-23.25,162.06
32.94,5.88,141.63
-24.0,-15.44,130.31
34.56,-22.87,148.44
-18.12,-29.06,170.88
2.88,-26.44,175.56
34.69,-2.25,176.81
-46.81,-27.37,139.25
25.37,5.13,137.63
0.19,-12.19,130.81
-42.44,-32.94,138.63
-7.19,-25.12,172.63
-0.75,-20.31,166.63
39.63,0.37,156.38
-0.88,-24.87,176.94
3.81,-13.25,137.5
6.0,-7.06,130.19
-33.81,-28.06,155.25
41.44,-2.81,172.13
34.94,-6.63,184.56
-20.25,-6.0,125.56
-22.56,-17.69,129.13
6.56,-27.25,146.81
4.19,-14.5,148.75
-12.38,-25.5,160.88
-21.06,-8.69,126.12
-14.19,-7.69,127.87
15.81,3.31,132.25
-0.81,-20.75,179.75
-21.81,-27.44,156.06
-1.94,-29.31,182.5
16.25,9.31,133.19
7.88,-14.13,155.19
46.63,-17.75,159.0
-1.75,-25.31,170.94
-23.56,-7.75,130.19
0.25,-27.25,179.06
4.81,-27.12,177.25
2.75,-29.19,187.13
2.94,-23.31,178.5
-54.25,-27.25,123.81
-19.0,-9.94,126.81
4.69,-13.94,140.63
-0.63,-22.19,167.19
-1.37,-19.56,161.31
-1.31,-25.81,179.31
-4.06,-24.75,182.81
1.63,-21.81,160.63
-50.81,-29.56,117.62
-0.88,-25.62,174.25
-8.81,-26.0,171.38
8.38,-13.25,152.0
-0.88,-24.81,179.75
-12.88,-2.5,129.19
-26.25,-35.25,137.25
0.25,-31.81,151.44
5.81,-14.63,179.94
40.88,-4.0,174.81
-47.44,-27.5,138.63
-50.5,-30.06,129.63
2.5,-7.38,125.81
-47.19,-30.87,121.87
-18.0,-4.94,132.31
41.88,-16.62,167.38
47.44,-14.13,169.56
-1.06,-27.06,185.63
-41.06,-32.25,145.44
-40.94,-34.31,125.25
0.0,-24.81,177.31
38.63,3.38,149.63
6.13,-15.75,179.75
-1.44,-24.56,166.63
6.25,-11.25,135.19
-34.5,-34.69,141.06
-26.94,-24.75,146.38
3.75,-10.06,130.75
1.0,-8.63,120.75
2.06,-17.44,159.38
30.56,2.5,144.25
0.44,-25.12,169.38
43.63,-0.56,162.63
44.94,-19.0,156.69
40.75,-17.94,155.25
44.56,-18.5,148.44
2.63,-6.31,123.62
46.06,-2.0,157.38
3.13,-8.06,127.37
29.12,-26.0,163.69
4.56,-15.06,135.69
36.19,-19.12,164.75
4.25,-14.06,140.63
4.38,-8.56,125.31
34.69,-0.81,160.69
-9.44,-31.31,146.88
-30.0,-32.13,152.38
-24.5,-31.5,156.5
0.81,-20.87,170.31
-49.69,-31.31,124.81
43.38,-20.19,156.19
30.94,-21.06,168.56
-45.38,-33.5,127.25
37.44,-7.19,180.56
39.69,-5.5,176.31
14.44,-9.31,182.44
-53.94,-28.25,119.31
-28.25,-17.69,134.63
-33.88,-32.5,149.88
-7.13,0.63,123.19
-35.0,-28.06,154.63
48.88,-14.75,170.13
-15.69,-8.25,127.19
3.81,-14.06,138.69
42.0,-1.06,151.19
-42.31,-33.0,133.75
-4.75,-23.12,175.75
24.5,4.56,136.31
4.44,-8.44,125.62
17.94,-26.31,155.63
-24.56,-31.31,153.0
42.44,-20.5,152.19
-41.44,-29.56,147.38
6.31,-26.87,180.94
1.12,-24.75,177.94
-50.06,-26.31,135.56
3.75,-27.87,184.69
40.38,-18.62,155.25
-13.69,-28.12,167.94
-22.37,-31.75,147.75
-3.0,1.94,127.19
-32.38,-12.19,121.69
43.63,-1.19,168.63
-29.5,-17.87,135.19
6.31,-16.62,169.88
1.25,-25.44,181.81
-0.56,-17.69,156.44
5.25,-7.63,125.37
40.81,-4.06,179.81
39.56,3.13,148.31
-30.62,-28.0,151.44
8.63,-13.94,154.63
3.5,-17.56,156.56
1.56,-24.25,170.5
-2.38,-30.12,150.63
-1.88,-25.75,173.94
-13.06,-23.5,136.75
-21.69,-31.69,148.0
4.81,-20.37,155.06
-7.5,4.63,129.5
21.5,-26.69,164.0
7.06,-8.19,124.81
2.0,-20.94,168.81
-8.31,-27.44,160.75
-12.88,-24.75,145.75
3.75,-17.31,155.63
-9.44,-25.0,170.5
-30.06,-16.56,133.31
40.69,-18.44,164.88
-20.19,-23.5,137.44
0.63,-19.0,164.44
-53.94,-28.25,119.25
3.56,-9.88,130.94
2.25,-18.44,161.88
30.87,-23.19,156.06
31.62,-21.87,149.5
-27.62,-35.88,149.94
-30.31,-29.69,156.5
15.13,3.13,133.19
-28.37,-32.38,145.75
40.81,-0.44,162.13
-2.31,-25.81,185.38
32.94,1.88,148.06
15.94,-28.06,156.63
10.25,9.0,130.88
-48.88,-30.94,134.63
5.0,-26.94,177.63
40.38,-20.94,153.44
12.56,6.25,130.88
-22.0,-35.81,139.5
2.06,-19.56,163.0
0.25,-14.75,155.19
45.69,1.31,175.38
35.5,2.0,145.94
-35.5,-30.19,153.81
2.69,-12.25,148.19
-26.19,-23.0,139.06
26.81,-23.94,156.0
41.5,-20.94,160.44
3.88,-13.69,143.88
-22.0,-12.25,135.25
-21.0,-33.94,140.13
6.13,-22.62,166.25
39.38,-3.38,177.06
-38.44,-31.44,142.88
-15.69,-33.13,154.69
7.13,-19.31,167.44
-3.94,1.63,126.69
0.88,-8.19,124.69
3.56,-8.44,132.56
-4.06,-24.37,170.44
33.88,-9.19,178.38
4.0,-16.5,159.0
-0.75,-16.87,153.38
39.44,-21.75,160.63
1.12,-29.06,186.88
9.06,-18.94,177.75
41.19,-0.12,146.75
8.13,8.94,130.19
-50.63,-30.56,125.56
2.56,-7.81,125.56
-12.25,-8.94,128.44
3.25,-17.31,162.56
1.0,-28.06,184.44
24.44,-21.31,161.75
-29.0,-35.75,148.69
-1.88,-29.5,182.63
45.13,-1.75,153.56
-14.13,-30.5,157.69
2.13,-27.12,183.44
38.06,-21.62,155.38
0.31,-18.62,161.88
5.38,-28.5,179.0
39.63,-18.31,163.94
2.0,7.81,122.31
-13.94,-29.87,163.44
42.75,-18.37,161.75
41.94,3.13,164.75
12.88,-10.88,178.44
26.25,-20.81,148.13
3.5,-15.88,139.75
-0.25,-23.12,174.69
-0.25,-22.56,173.56
33.38,1.56,149.88
0.06,-11.06,138.56
-19.06,-26.06,159.94
-1.69,-23.44,169.56
5.31,-12.19,141.06
2.44,-9.56,119.37
-7.06,-26.19,159.56
6.13,-9.06,124.5
42.69,-3.44,179.94
45.25,-1.81,163.63
-15.94,-13.63,127.69
12.31,11.56,123.06
-0.88,-9.13,130.44
-29.87,-35.38,148.38
28.62,4.13,150.19
28.44,-8.31,182.13
41.75,0.69,176.13
-24.37,-12.44,130.56
0.94,-11.31,140.5
1.12,-21.87,158.44
47.06,-3.81,173.94
4.0,-6.5,136.63
-3.63,-24.44,171.69
27.81,-8.13,178.69
-52.69,-29.25,119.87
31.56,-23.0,156.06
-19.19,-20.81,137.81
8.06,-11.13,132.25
1.81,-12.44,149.31
-14.94,-33.0,152.31
10.63,-17.06,155.06
48.06,-14.5,170.56
38.81,-21.94,160.5
46.69,0.12,164.69
-20.31,-18.25,133.81
-4.06,-29.12,186.44
-21.5,-4.06,129.75
6.5,-15.19,155.56
2.44,-28.5,147.0
4.06,-13.06,168.38
-4.63,-27.75,172.56
7.31,-22.19,162.94
36.94,-6.75,179.06
48.25,-15.25,170.56
-42.0,-32.63,139.06
16.94,-12.0,169.94
-24.44,-24.31,139.81
-44.44,-29.0,141.38
43.81,-19.0,148.69
-25.94,-32.38,146.56
6.94,-21.56,163.13
2.88,-29.0,182.63
5.5,-12.69,143.31
33.38,2.81,165.44
-34.0,-34.88,141.19
-3.81,-31.19,155.38
-2.63,-29.31,153.44
-31.06,-36.31,131.63
2.25,-27.25,183.19
43.19,-0.75,153.31
3.63,-11.88,142.25
40.75,-1.63,169.19
-18.19,1.06,112.94
27.75,-21.5,153.38
-1.88,-20.69,168.06
-23.87,-27.06,149.25
41.56,0.37,177.0
3.25,11.25,119.5
3.88,-12.88,136.31
-40.31,-31.62,146.25
-9.69,-7.31,126.06
-53.81,-28.37,119.75
6.31,-25.06,164.63
4.94,-25.12,171.5
8.44,-14.13,155.44
-48.56,-31.69,126.44
0.69,-27.06,160.5
38.5,-19.31,165.94
36.94,-22.87,160.94
1.94,-19.12,162.31
5.75,-12.44,132.56
3.69,-12.38,138.38
0.0,-18.81,164.63
11.25,9.0,128.31
1.12,-29.5,184.69
-49.31,-30.81,127.06
3.63,-24.19,169.5
2.0,-11.38,134.06
6.31,-24.5,168.75
-1.69,-26.87,160.88
28.12,3.44,137.5
1.06,-27.31,175.13
-51.56,-25.81,134.19
-16.12,-30.5,159.13
42.75,-2.19,157.94
0.31,-8.88,129.88
-38.75,-35.69,128.44
-8.06,-25.06,162.06
2.0,-24.25,167.88
4.56,-21.12,157.06
18.31,-25.81,152.31
-20.62,-33.56,147.5
7.81,-11.56,146.31
-26.81,-30.19,156.13
-18.12,-25.56,150.19
5.63,-25.87,172.69
10.44,-13.06,182.38
0.63,-27.37,182.19
-52.75,-29.69,121.06
16.31,-24.12,153.38
34.13,-4.5,178.44
0.44,-16.94,154.63
41.19,-2.0,172.94
23.12,4.25,134.88
0.0,-6.56,128.69
-19.94,-24.06,138.38
1.5,-10.63,136.63
33.06,-24.56,163.81
-8.69,-33.31,144.88
10.69,8.94,131.81
-40.31,-33.69,135.88
7.31,-12.25,139.69
2.88,-11.06,135.31
2.38,-12.06,141.13
42.94,-2.38,161.94
-19.62,-16.31,128.63
0.37,-11.44,139.44
-42.0,-29.62,140.75
32.25,2.06,141.0
32.38,-5.0,168.75
-11.25,-30.75,144.69
2.94,-25.5,169.5
1.94,-10.56,146.06
30.94,-20.06,164.5
4.88,-26.62,176.81
1.88,2.88,128.88
-44.81,-27.19,142.31
38.13,-7.88,178.19
37.75,-21.62,155.44
1.37,-29.44,151.25
5.44,-28.56,184.75
-44.31,-30.75,138.81
-25.87,-16.5,139.38
-17.06,-3.63,125.75
-39.13,-35.63,128.31
-27.81,-19.69,133.38
0.31,-9.19,136.31
-3.19,-1.75,128.0
33.38,2.06,149.19
44.31,-11.75,169.06
8.31,-24.31,146.75
14.06,-15.0,177.25
7.94,-16.75,151.19
2.75,-5.81,122.62
2.81,-4.88,131.13
0.56,-23.19,160.44
2.25,-17.19,154.88
2.81,-19.56,158.13
0.88,-8.63,121.62
40.06,-3.06,165.94
-6.31,-31.44,161.25
4.13,-10.38,122.44
-28.56,-20.75,139.5
42.63,-19.19,150.19
4.0,-27.0,178.31
2.63,-7.63,125.12
-30.69,-32.5,149.25
19.06,-23.31,153.44
6.5,-16.25,159.63
42.44,-2.63,167.13
2.56,-27.19,182.44
9.06,-28.69,154.56
17.12,-27.56,147.13
42.06,-17.81,154.31
-14.81,-11.56,130.56
42.06,-0.5,167.13
-0.75,-23.75,164.44
7.63,-27.69,183.06
-0.25,-24.62,169.38
-46.06,-33.19,126.62
20.94,-22.81,164.25
16.37,9.63,130.0
7.13,-10.31,128.75
1.0,-24.94,184.75
2.88,-18.31,153.25
44.94,-18.37,148.5
-7.94,7.69,115.06
2.44,-18.44,156.63
-4.69,-30.31,147.69
31.44,-19.19,167.38
-18.25,-21.81,143.88
48.75,-14.56,170.19
-46.38,-32.88,129.13
-0.5,-26.87,173.81
25.62,-24.44,159.69
0.63,-8.56,124.94
-25.44,-33.81,145.0
-1.69,-9.38,128.13
43.0,-16.87,162.56
-27.44,-22.87,136.75
4.81,-21.0,154.94
0.88,-10.44,132.13
-50.5,-30.06,124.5
-14.81,-31.0,150.44
42.69,-16.69,149.69
1.94,-15.94,155.25
-22.5,-15.56,129.94
44.19,-15.63,178.06
-35.81,-28.19,154.13
-16.56,-2.25,125.12
13.94,9.0,134.31
-3.5,-28.56,172.63
22.25,3.69,134.56
-19.37,-15.31,127.75
-0.19,-17.0,154.94
-29.56,-36.0,134.75
-4.13,-1.31,129.38
3.25,-20.94,165.19
-2.44,-25.62,184.75
2.13,-30.44,156.19
5.5,-11.31,136.69
42.19,-19.69,149.5
0.31,-26.0,180.75
1.88,-8.44,125.87
3.63,-15.19,137.94
4.19,-9.44,127.25
2.38,-4.94,131.0
-14.13,-32.44,149.94
46.63,-2.25,169.25
3.56,-8.81,130.5
42.69,-1.0,163.81
2.44,-9.0,129.75
44.75,-16.94,159.38
5.0,-28.62,151.63
2.75,-7.13,129.19
-40.63,-31.19,141.5
1.37,-14.56,148.81
3.56,-27.81,186.44
-54.19,-28.19,116.37
32.5,-0.44,144.06
-54.19,-28.81,124.69
0.94,-10.13,132.06
39.06,-18.81,162.13
14.38,-16.44,171.44
7.38,-16.87,162.75
1.81,-26.44,181.31
4.31,-9.06,126.81
3.25,-25.5,174.0
5.75,-24.44,160.81
2.69,-6.13,122.69
-28.69,-32.38,145.63
-3.06,-24.19,180.0
45.06,-15.44,179.0
1.31,-12.25,142.13
4.56,-20.69,168.56
-5.81,-29.37,163.81
-38.63,-34.5,127.5
6.31,-12.19,138.25
-0.63,-24.12,164.38
-35.75,-36.13,133.38
-2.56,-26.5,188.25
11.19,8.44,125.81
1.0,-25.0,185.19
-20.12,-34.0,144.88
-23.12,-27.75,156.0
-0.88,-20.37,175.25
7.0,-16.56,151.06
0.25,-28.81,186.69
-4.06,-22.81,170.94
-20.19,-29.12,159.13
48.94,-14.94,169.88
-1.5,-27.81,182.88
0.94,-20.56,171.5
-16.5,-15.75,129.75
46.5,-13.63,178.19
34.06,1.5,169.0
-12.31,-21.69,135.31
-1.19,-27.87,182.25
-40.06,-30.37,146.56
43.5,5.75,165.69
-2.81,-29.87,186.63
36.81,-1.56,172.81
-24.19,-25.62,159.38
5.75,-18.0,151.0
40.0,-0.63,175.31
32.69,1.88,143.5
-14.69,-31.0,143.75
-26.06,-18.69,132.69
2.81,-29.0,184.56
2.81,-4.31,129.31
-46.69,-26.69,136.25
-12.94,-33.31,144.19
-6.06,-29.37,169.31
-8.81,-31.69,151.81
5.5,-28.62,184.56
2.56,3.31,128.31
-17.0,-19.31,133.56
35.63,-22.5,154.13
29.37,-24.62,163.69
5.0,-26.25,161.81
-52.5,-28.31,115.0
-5.56,-27.06,152.06
0.88,-21.75,165.75
45.75,-6.38,177.38
1.0,10.81,118.81
8.38,-19.87,158.69
3.06,-25.0,172.88
-45.44,-28.31,140.88
16.31,-15.13,179.38
8.56,-17.62,175.81
43.25,-18.5,150.44
-0.31,7.38,131.5
9.13,-17.56,153.69
-16.25,-6.75,123.75
-18.87,-33.06,148.19
30.94,-2.94,178.81
31.12,3.44,135.88
-9.38,0.0,124.44
46.13,-14.38,167.81
2.94,-9.31,127.56
5.19,-28.56,182.13
-19.69,-18.19,130.63
13.25,7.56,130.56
4.69,-9.44,135.19
0.31,-23.56,177.44
41.94,-19.81,148.75
-38.63,-33.75,136.25
20.31,-27.0,163.94
44.44,2.44,161.5
42.19,-17.62,154.25
-0.56,-26.5,181.0
18.0,6.63,132.63
-43.25,-34.0,132.25
26.69,-24.62,167.13
36.44,-0.19,146.94
28.75,4.69,135.88
10.38,-17.5,176.75
-8.38,-26.25,159.31
6.13,-14.0,146.56
1.81,-8.44,126.5
39.63,-16.19,170.19
9.81,-24.12,164.94
7.94,-25.5,163.31
-16.5,-14.81,129.38
37.94,-22.69,160.94
38.5,3.06,167.69
-35.31,-34.56,140.13
41.69,-1.25,149.13
3.75,-11.25,139.56
-14.94,-22.62,145.63
19.44,-25.44,152.31
2.0,-16.69,154.0
-46.69,-33.63,124.62
40.69,-18.5,162.13
0.63,-9.19,124.94
-53.13,-29.19,117.94
-9.88,-25.37,141.94
43.5,-18.87,151.38
-25.62,-16.87,127.12
-0.19,-19.56,164.75
3.5,-17.69,146.56
21.62,-22.69,164.44
-19.87,-30.37,156.0
-20.69,-12.06,131.19
4.63,-20.75,156.06
0.88,-13.56,153.56
2.44,-26.0,181.19
-9.25,-23.44,172.38
-20.19,-33.31,151.81
32.31,-23.56,148.0
39.44,2.5,168.94
43.94,-4.75,169.25
-11.69,-1.44,124.37
41.44,-18.87,153.69
5.44,-30.06,156.06
-13.13,-4.94,129.06
-27.87,-22.25,135.13
33.31,2.31,149.06
1.44,-27.06,178.0
1.25,-21.81,162.25
40.94,-15.81,167.44
3.94,-6.38,135.81
42.63,-4.63,174.88
-12.31,-2.13,129.31
4.06,-9.5,127.94
25.44,-20.87,148.0
0.81,-27.56,181.06
42.5,-13.81,149.06
0.88,-24.19,177.0
1.19,-9.56,145.31
3.5,-17.81,169.31
41.31,-17.81,152.19
-2.75,-25.62,184.0
6.0,-6.81,129.69
44.44,-7.25,170.19
39.25,0.0,167.81
-19.56,-6.19,129.25
41.88,-3.5,174.44
-26.19,-35.44,141.38
35.69,0.0,156.44
0.06,-30.69,156.0
29.75,4.88,141.25
30.31,1.69,139.06
-10.63,-23.62,174.0
5.75,-5.56,125.75
-0.69,-27.56,177.69
2.56,-23.5,162.88
21.87,-7.75,169.13
10.56,3.88,130.25
-22.25,-12.25,127.19
2.81,-10.19,128.5
2.31,-14.06,145.38
-1.81,-23.37,171.31
-35.13,-36.25,131.19
6.81,-21.94,163.69
41.81,-3.25,174.88
-22.56,-27.69,158.81
36.19,-20.06,168.75
-29.62,-37.31,137.38
-15.94,-28.87,156.25
16.37,-22.5,165.31
-9.75,-31.87,151.44
4.38,-6.88,128.44
-23.5,-18.81,129.88
32.13,-6.75,178.56
-24.62,-23.87,138.69
-19.0,-30.12,156.25
4.13,-10.19,147.63
2.38,-16.31,151.94
8.75,4.13,129.81
-32.19,-35.94,139.81
-24.31,-36.13,137.56
-54.75,-26.87,123.19
23.5,8.38,137.0
6.56,-13.69,146.44
-19.25,-32.06,146.88
6.25,-14.31,150.88
-44.13,-34.31,128.19
-13.38,-22.94,135.94
14.88,9.75,128.88
15.31,4.0,132.0
4.38,-28.37,147.69
2.13,-25.25,179.19
3.44,-8.38,124.12
-18.87,-11.69,129.44
-33.06,-20.5,134.94
6.38,-9.13,123.87
-42.5,-29.19,142.5
4.5,-12.94,146.31
-21.37,-28.56,153.69
33.63,1.44,150.75
-1.25,-27.81,179.88
8.44,-10.56,131.19
1.88,-27.0,162.63
3.06,-24.62,180.5
2.81,-18.56,170.25
39.56,-6.0,178.88
9.38,-24.06,146.81
0.56,-15.94,154.06
-45.25,-31.62,136.75
